HEU X,HEU Y,HEU Z
0,0,0
detector location: NE
time bin upper bound,flux mean,flux RE
0.1,3.956184502e-07,0.000215883422537
0.101,3.83114994996e-12,0.0596724143177
0.102,3.53672344338e-13,0.200524000354
0.103,4.29440330742e-13,0.178232190958
0.104,4.35649938802e-13,0.168221512431
0.105,4.05283354488e-13,0.17650432348
0.106,4.11966804811e-13,0.190892782397
0.107,3.99497884856e-13,0.184012951902
0.108,4.59933366285e-13,0.168722345894
0.109,5.0561080092e-13,0.172152961297
0.11,4.11209191444e-13,0.173653934765
detector location: NW
time bin upper bound,flux mean,flux RE
0.1,5.36396091653e-07,0.000184740430168
0.101,4.99130943481e-12,0.056089685818
0.102,4.07457724335e-13,0.179143211212
0.103,2.45373086859e-13,0.195054428591
0.104,3.65931466764e-13,0.202598324695
0.105,3.16862958028e-13,0.179923117819
0.106,2.84639612745e-13,0.188990306769
0.107,4.00020863572e-13,0.175797766105
0.108,3.47923756707e-13,0.205552345002
0.109,4.5280298361e-13,0.176189442788
0.11,4.24932948008e-13,0.173330731063
detector location: CC
time bin upper bound,flux mean,flux RE
0.1,1.15808923713e-06,0.000125541171337
0.101,1.19926611146e-11,0.0345267300776
0.102,1.09974061674e-12,0.111531170038
0.103,1.280517606e-12,0.104210263742
0.104,1.29490417088e-12,0.113041737386
0.105,1.16227583913e-12,0.106000550773
0.106,1.19243342778e-12,0.111755901924
0.107,1.05421759834e-12,0.118227896834
0.108,1.12434287204e-12,0.108467834614
0.109,1.04498517788e-12,0.114667639256
0.11,9.87232399294e-13,0.122346120357
detector location: SE
time bin upper bound,flux mean,flux RE
0.1,5.36412341274e-07,0.000184755793507
0.101,4.48677425424e-12,0.0569905193588
0.102,3.6531456493e-13,0.220918081657
0.103,3.84971289623e-13,0.174025252035
0.104,4.70492838093e-13,0.171857478227
0.105,4.15839290532e-13,0.186553540017
0.106,3.06573408589e-13,0.193778087931
0.107,2.59534939846e-13,0.226456067876
0.108,4.17954529897e-13,0.169885113557
0.109,3.43753981127e-13,0.194013815908
0.11,2.91946914817e-13,0.203899647674
detector location: SW
time bin upper bound,flux mean,flux RE
0.1,6.41669666569e-07,0.000168774717571
0.101,4.84015924892e-12,0.054143881566
0.102,4.45052225979e-13,0.168866733147
0.103,5.00284309221e-13,0.165616196239
0.104,3.21161797859e-13,0.196192531481
0.105,2.20757908518e-13,0.225537100418
0.106,3.47366012277e-13,0.211745965169
0.107,4.85712186025e-13,0.177031943425
0.108,3.69126202503e-13,0.167803695268
0.109,3.37891994545e-13,0.20300699892
0.11,2.50169655177e-13,0.237598161004
