HEU X,HEU Y,HEU Z
0,0,0
time bin upper bound,flux mean,flux RE
0.1,3.95758348402e-07,0.000778000729231
0.101,2.59064546705e-12,0.238987677888
0.102,1.19882181092e-12,0.412591786082
0.103,7.13201800438e-13,0.559144712889
0.104,5.65386701656e-14,0.81792856722
0.105,3.95269101523e-13,0.61775269773
0.106,1.23459222787e-13,0.814684511424
0.107,4.33422415052e-13,0.762369257725
0.108,6.0574893942e-13,0.491789077173
0.109,1.88145997169e-13,0.611608023793
0.11,4.76296176822e-13,0.644786737299
