HEU X,HEU Y,HEU Z
0,0,0
detector location: NE
time bin upper bound,flux mean,flux RE
0.1,3.95740219224e-07,0.000449339025466
0.101,2.71951237329e-12,0.142756411022
0.102,5.86139425776e-13,0.323769493864
0.103,4.44601784069e-13,0.361446685607
0.104,1.6788726938e-13,0.460948531175
0.105,3.42951340439e-13,0.424154348997
0.106,2.22583312901e-13,0.489342945106
0.107,4.68492743435e-13,0.385182883097
0.108,5.15016394025e-13,0.300608035213
0.109,3.90321078939e-13,0.351390410777
0.11,2.74635592753e-13,0.442610416299
detector location: NW
time bin upper bound,flux mean,flux RE
0.1,5.36237770739e-07,0.000384576776364
0.101,5.64910818902e-12,0.109113923531
0.102,5.27667224824e-13,0.29581101588
0.103,4.56554221977e-13,0.312536572478
0.104,2.00407761361e-13,0.695568744258
0.105,1.54617338267e-13,0.507741734205
0.106,2.52055714028e-13,0.430797195424
0.107,5.44199932506e-13,0.316516584082
0.108,4.80836088072e-13,0.442382506426
0.109,5.46405461769e-13,0.315278877432
0.11,4.33339462828e-13,0.374444250786
detector location: CC
time bin upper bound,flux mean,flux RE
0.1,1.15799786523e-06,0.000261331682613
0.101,1.21272786061e-11,0.0729977406462
0.102,1.0629149695e-12,0.236432611263
0.103,1.58333197489e-12,0.189063385289
0.104,1.16956248498e-12,0.304805092888
0.105,8.49508109997e-13,0.233740605139
0.106,1.58233187505e-12,0.213222226116
0.107,1.3524856695e-12,0.228021531399
0.108,1.47845294852e-12,0.20067466333
0.109,7.66212618288e-13,0.253730946449
0.11,8.32239413002e-13,0.282222765938
detector location: SE
time bin upper bound,flux mean,flux RE
0.1,5.36527678894e-07,0.000384555957023
0.101,4.54550646413e-12,0.121371550029
0.102,6.62468114124e-13,0.411694490179
0.103,4.01111783734e-13,0.312136929934
0.104,4.95590673636e-13,0.38197539112
0.105,3.87921119553e-13,0.371171089614
0.106,2.77823643258e-13,0.432452059765
0.107,2.48492122849e-13,0.431534245272
0.108,5.1538216524e-13,0.3470602195
0.109,3.71575863427e-13,0.378267023916
0.11,4.19481567184e-13,0.36857946944
detector location: SW
time bin upper bound,flux mean,flux RE
0.1,6.42017547773e-07,0.000351259428412
0.101,5.10823765497e-12,0.107185069194
0.102,4.93308817223e-13,0.345665303341
0.103,5.32775841943e-13,0.310853249197
0.104,3.41502528773e-13,0.436379726148
0.105,2.0260495802e-13,0.451331000877
0.106,4.88160853847e-13,0.350061336245
0.107,4.14765396632e-13,0.420654674541
0.108,3.19377377572e-13,0.383357786776
0.109,1.91157717144e-13,0.567541339283
0.11,1.03877682419e-13,0.486338082531
