HEU X,HEU Y,HEU Z
0,0,0
detector location: NE
time bin upper bound,flux mean,flux RE
0.1,3.95559929498e-07,0.000275209013069
0.101,3.47010598659e-12,0.0791050070093
0.102,5.10016519981e-13,0.218672421698
0.103,4.49817789627e-13,0.214462837983
0.104,3.98680474294e-13,0.236503494989
0.105,3.50774676628e-13,0.235515552823
0.106,3.31172105035e-13,0.271615403679
0.107,4.62116927645e-13,0.227439493045
0.108,3.7083067982e-13,0.212092421593
0.109,5.88284501224e-13,0.214838913099
0.11,4.10003406467e-13,0.228685018751
detector location: NW
time bin upper bound,flux mean,flux RE
0.1,5.36411006526e-07,0.000235492987078
0.101,5.36800823471e-12,0.0707050414381
0.102,3.93060350767e-13,0.213807610405
0.103,2.91117316644e-13,0.222801652529
0.104,4.16977401632e-13,0.24598634319
0.105,2.86065234372e-13,0.245157885724
0.106,3.1209669392e-13,0.218554407014
0.107,4.24188111624e-13,0.222544659636
0.108,3.09714794034e-13,0.293611914453
0.109,4.29861687621e-13,0.245219044623
0.11,3.49007642433e-13,0.244447595214
detector location: CC
time bin upper bound,flux mean,flux RE
0.1,1.15810733849e-06,0.000160037616125
0.101,1.15898793644e-11,0.0443417854732
0.102,9.91304975672e-13,0.145602326417
0.103,1.26999993133e-12,0.130613461059
0.104,1.21041933461e-12,0.156409318437
0.105,1.27204588041e-12,0.130687146423
0.106,1.13512553717e-12,0.149863318327
0.107,1.20158904618e-12,0.142540236145
0.108,1.11622371732e-12,0.144180765205
0.109,1.18023083308e-12,0.143655455589
0.11,8.42628172269e-13,0.159517039927
detector location: SE
time bin upper bound,flux mean,flux RE
0.1,5.36454419378e-07,0.000235511042024
0.101,4.45777090652e-12,0.0734698865492
0.102,3.97024380362e-13,0.286484469579
0.103,3.31394601372e-13,0.237061186922
0.104,4.80360095943e-13,0.227286551991
0.105,3.41142416867e-13,0.247652122993
0.106,3.40291947868e-13,0.232660707949
0.107,2.77691694836e-13,0.274160258206
0.108,4.29610025222e-13,0.224261417143
0.109,4.24165225841e-13,0.238173838015
0.11,2.95596137088e-13,0.254205220117
detector location: SW
time bin upper bound,flux mean,flux RE
0.1,6.41725596381e-07,0.000215127316488
0.101,4.54038060961e-12,0.0684472961755
0.102,4.28784488093e-13,0.22021621002
0.103,5.3884565785e-13,0.197436952005
0.104,3.95498173183e-13,0.231815308493
0.105,2.60266930085e-13,0.271610241044
0.106,3.92659377455e-13,0.249457441739
0.107,4.66608578744e-13,0.228515236771
0.108,4.35405723988e-13,0.205750220362
0.109,3.30238388105e-13,0.261248003666
0.11,2.13650535241e-13,0.304086307815
