HEU X,HEU Y,HEU Z
-25,-25,-25
detector location: NE
time bin upper bound,flux mean,flux RE
0.1,3.81834293733e-07,0.000265411755179
0.101,3.12632379525e-12,0.0822589173259
0.102,1.6783315586e-13,0.336418632045
0.103,2.75922538965e-13,0.298267441613
0.104,2.24852761577e-13,0.32932981337
0.105,1.79979337717e-13,0.320638119346
0.106,2.59368084073e-13,0.304985436037
0.107,1.77825836368e-13,0.349936920221
0.108,2.02837269089e-13,0.318421081191
0.109,9.97820324665e-14,0.405990029254
0.11,1.46340594763e-13,0.320535378901
detector location: NW
time bin upper bound,flux mean,flux RE
0.1,5.32059059487e-07,0.000223323318018
0.101,4.53876231273e-12,0.0704635383417
0.102,4.13269871957e-13,0.220414890753
0.103,3.73033564537e-13,0.23729485924
0.104,2.5030793974e-13,0.280732679857
0.105,3.89887341826e-13,0.236271954982
0.106,3.87839390129e-13,0.223260278905
0.107,3.96615650147e-13,0.246865285553
0.108,2.14115838281e-13,0.343000706621
0.109,3.35168442362e-13,0.244165167976
0.11,3.66636166671e-13,0.245708208783
detector location: CC
time bin upper bound,flux mean,flux RE
0.1,1.13338275279e-06,0.000152424072132
0.101,1.0012085273e-11,0.0446194640718
0.102,6.72736573529e-13,0.166273811684
0.103,6.75430401359e-13,0.16704331873
0.104,8.94288094438e-13,0.14215950321
0.105,9.60284406943e-13,0.147959967712
0.106,7.61886391681e-13,0.151757577433
0.107,8.71875469636e-13,0.152601056472
0.108,7.46190465566e-13,0.158022287827
0.109,7.16908462337e-13,0.160756941089
0.11,9.42083783322e-13,0.147002127224
detector location: SE
time bin upper bound,flux mean,flux RE
0.1,5.32054789685e-07,0.000223356422865
0.101,4.03322344956e-12,0.0737102617033
0.102,2.71379663468e-13,0.245690562198
0.103,3.05654254765e-13,0.236451053379
0.104,3.85567824249e-13,0.227859584053
0.105,4.16931873489e-13,0.231952242123
0.106,3.59870938503e-13,0.251887595409
0.107,3.03658051836e-13,0.240567711522
0.108,3.89597697343e-13,0.22893769105
0.109,3.23831258095e-13,0.244561355844
0.11,4.01187289758e-13,0.223497103325
detector location: SW
time bin upper bound,flux mean,flux RE
0.1,6.62854365758e-07,0.000199147486753
0.101,4.94840482497e-12,0.0623815785393
0.102,5.05410387147e-13,0.19941908055
0.103,5.16315261587e-13,0.192546747187
0.104,5.68011044147e-13,0.191640304243
0.105,3.88465365017e-13,0.220423506994
0.106,5.81682550946e-13,0.179518184922
0.107,7.55484502402e-13,0.194942908472
0.108,6.15136942627e-13,0.184582598772
0.109,5.80670050793e-13,0.188121753564
0.11,7.65341535297e-13,0.159419805087
