HEU X,HEU Y,HEU Z
25,0,-25
detector location: NE
time bin upper bound,flux mean,flux RE
0.1,3.74714384761e-07,0.000402444953926
0.101,2.00460631182e-12,0.1356060485
0.102,1.00511985118e-13,0.754174467849
0.103,3.12454108013e-13,0.411222843125
0.104,3.22313775555e-14,0.906108828274
0.105,8.71652401282e-14,0.620400120341
0.106,1.67105172975e-13,0.590578664713
0.107,2.29789618425e-13,0.385345211353
0.108,1.374062058e-13,0.680165701702
0.109,1.77198550622e-13,0.447606989486
0.11,1.42961392237e-13,0.603366683458
detector location: NW
time bin upper bound,flux mean,flux RE
0.1,5.1451934209e-07,0.000341569000039
0.101,4.363085162e-12,0.108462114591
0.102,4.65658546179e-14,0.999999974855
0.103,1.59258370652e-13,0.512430588904
0.104,1.76462999076e-13,0.731798094775
0.105,5.7163962468e-14,0.570158407274
0.106,7.31939262434e-14,0.740043909455
0.107,2.48175313632e-13,0.466715438863
0.108,9.12939994727e-14,0.602178869069
0.109,1.84864147578e-13,0.545663588545
0.11,1.36182534583e-13,0.443854815649
detector location: CC
time bin upper bound,flux mean,flux RE
0.1,1.13798511646e-06,0.000229823640363
0.101,1.17757313233e-11,0.0638494703551
0.102,7.86208721085e-13,0.25775203849
0.103,8.71343340502e-13,0.230864626751
0.104,8.60400646976e-13,0.215544234605
0.105,9.95960729993e-13,0.211558041613
0.106,1.33758277205e-12,0.191278113579
0.107,1.52275360928e-12,0.199769000297
0.108,7.4988246888e-13,0.251622345045
0.109,1.03496052679e-12,0.221886716076
0.11,6.42602909475e-13,0.262354545502
detector location: SE
time bin upper bound,flux mean,flux RE
0.1,5.42491022628e-07,0.000332270454635
0.101,4.42548309631e-12,0.106220904672
0.102,4.58118244917e-13,0.321308662168
0.103,4.83052304583e-13,0.304240546485
0.104,6.79934554479e-13,0.296251277337
0.105,6.37749894161e-13,0.267135982455
0.106,3.77104750102e-13,0.324823311235
0.107,6.57289621135e-13,0.247749568558
0.108,4.4891831305e-13,0.286102378982
0.109,5.38260751943e-13,0.258250306996
0.11,4.89319480072e-13,0.323506837178
detector location: SW
time bin upper bound,flux mean,flux RE
0.1,6.48168482548e-07,0.000303546554858
0.101,5.67303247709e-12,0.0906758006594
0.102,4.59644245021e-13,0.306600632766
0.103,5.2606344018e-13,0.279876446441
0.104,4.00566698504e-13,0.289742885307
0.105,4.56366427612e-13,0.35252920955
0.106,4.84023439831e-13,0.283886440754
0.107,6.38758325558e-13,0.251535818085
0.108,3.48947919103e-13,0.397118164535
0.109,4.20558138096e-13,0.271150243853
0.11,5.65543689443e-13,0.270420927106
