HEU X,HEU Y,HEU Z
empty,,
detector location: NE
time bin upper bound,flux mean,flux RE
0.1,3.63501867792e-07,0.000152216753679
0.101,2.97532997676e-12,0.0477303016999
0.102,2.10209237164e-21,0.996946793222
0.103,5.18380473906e-34,1.0
0.104,0.0,0.0
0.105,0.0,0.0
0.106,0.0,0.0
0.107,0.0,0.0
0.108,0.0,0.0
0.109,0.0,0.0
0.11,0.0,0.0
detector location: NW
time bin upper bound,flux mean,flux RE
0.1,5.03358853321e-07,0.000128535562624
0.101,3.57121301065e-12,0.0440306593408
0.102,1.63912255001e-22,0.981374951482
0.103,3.29573743514e-35,1.0
0.104,0.0,0.0
0.105,0.0,0.0
0.106,0.0,0.0
0.107,0.0,0.0
0.108,0.0,0.0
0.109,0.0,0.0
0.11,0.0,0.0
detector location: CC
time bin upper bound,flux mean,flux RE
0.1,1.06237344835e-06,8.81324182716e-05
0.101,9.18349183267e-12,0.0265643857288
0.102,1.51571620773e-23,0.439393360753
0.103,3.39770102059e-34,1.0
0.104,0.0,0.0
0.105,0.0,0.0
0.106,0.0,0.0
0.107,0.0,0.0
0.108,0.0,0.0
0.109,0.0,0.0
0.11,0.0,0.0
detector location: SE
time bin upper bound,flux mean,flux RE
0.1,5.03338232139e-07,0.000128543549038
0.101,3.61459477392e-12,0.043480012961
0.102,8.73232486571e-24,0.625345408438
0.103,0.0,0.0
0.104,0.0,0.0
0.105,0.0,0.0
0.106,0.0,0.0
0.107,0.0,0.0
0.108,0.0,0.0
0.109,0.0,0.0
0.11,0.0,0.0
detector location: SW
time bin upper bound,flux mean,flux RE
0.1,6.07590206503e-07,0.000116760207485
0.101,4.25299591222e-12,0.0400926364507
0.102,2.7947229662e-24,0.306497634627
0.103,2.50644138028e-28,1.0
0.104,0.0,0.0
0.105,0.0,0.0
0.106,0.0,0.0
0.107,0.0,0.0
0.108,0.0,0.0
0.109,0.0,0.0
0.11,0.0,0.0
