HEU X,HEU Y,HEU Z
empty,,
detector location: NE
time bin upper bound,flux mean,flux RE
0.1,3.63498620022e-07,0.000334652868358
0.101,2.22134647025e-12,0.111896323904
0.102,1.33089879505e-24,0.554916342634
0.103,2.50550562388e-33,1.0
0.104,0.0,0.0
0.105,0.0,0.0
0.106,0.0,0.0
0.107,0.0,0.0
0.108,0.0,0.0
0.109,0.0,0.0
0.11,0.0,0.0
detector location: NW
time bin upper bound,flux mean,flux RE
0.1,5.03317790296e-07,0.000282570907894
0.101,4.20794191603e-12,0.0924621846218
0.102,7.86251454092e-22,0.988847067759
0.103,0.0,0.0
0.104,0.0,0.0
0.105,0.0,0.0
0.106,0.0,0.0
0.107,0.0,0.0
0.108,0.0,0.0
0.109,0.0,0.0
0.11,0.0,0.0
detector location: CC
time bin upper bound,flux mean,flux RE
0.1,1.0625628881e-06,0.000193748146025
0.101,8.92440934378e-12,0.0592515067714
0.102,1.51424608588e-23,0.863787304469
0.103,0.0,0.0
0.104,0.0,0.0
0.105,0.0,0.0
0.106,0.0,0.0
0.107,0.0,0.0
0.108,0.0,0.0
0.109,0.0,0.0
0.11,0.0,0.0
detector location: SE
time bin upper bound,flux mean,flux RE
0.1,5.0334238914e-07,0.000282597791731
0.101,3.72426300542e-12,0.0991439553259
0.102,3.46960746429e-24,0.762236998087
0.103,0.0,0.0
0.104,0.0,0.0
0.105,0.0,0.0
0.106,0.0,0.0
0.107,0.0,0.0
0.108,0.0,0.0
0.109,0.0,0.0
0.11,0.0,0.0
detector location: SW
time bin upper bound,flux mean,flux RE
0.1,6.07713142629e-07,0.00025665811645
0.101,4.16869387754e-12,0.0852935480863
0.102,9.00234538092e-25,0.435868861481
0.103,0.0,0.0
0.104,0.0,0.0
0.105,0.0,0.0
0.106,0.0,0.0
0.107,0.0,0.0
0.108,0.0,0.0
0.109,0.0,0.0
0.11,0.0,0.0
