HEU X,HEU Y,HEU Z
25,=25,25
detector location: NE
time bin upper bound,flux mean,flux RE
0.1,4.03314233995e-07,0.000216839489242
0.101,4.14586517611e-12,0.0577988626926
0.102,5.48844056407e-13,0.162819744817
0.103,3.43559291219e-13,0.185857161731
0.104,5.33972270242e-13,0.163233448913
0.105,4.28442008581e-13,0.181542714756
0.106,6.33781456496e-13,0.161378724476
0.107,4.01151029178e-13,0.178849791292
0.108,4.57265698317e-13,0.185295201496
0.109,4.65138407787e-13,0.193926271192
0.11,4.62687913244e-13,0.180464529508
detector location: NW
time bin upper bound,flux mean,flux RE
0.1,5.10829162723e-07,0.000190285157393
0.101,4.20787177462e-12,0.0619220068715
0.102,7.13389175684e-14,0.394466819331
0.103,3.6081357402e-14,0.57877368078
0.104,8.4331499508e-14,0.332083358149
0.105,5.33846493082e-14,0.387704061575
0.106,1.30401281414e-13,0.346345821359
0.107,1.26636968828e-13,0.349755839806
0.108,8.20552158613e-14,0.337933248283
0.109,4.37561556919e-14,0.444509911537
0.11,6.40103424703e-14,0.459813584492
detector location: CC
time bin upper bound,flux mean,flux RE
0.1,1.08982609252e-06,0.000129861238695
0.101,9.92912009904e-12,0.0380948736418
0.102,2.79223786457e-13,0.225105161258
0.103,3.86522466913e-13,0.200751659282
0.104,2.20634782882e-13,0.223176367258
0.105,3.61417502445e-13,0.18999128768
0.106,3.38780261905e-13,0.210404447552
0.107,1.74267042644e-13,0.255320419904
0.108,2.27337733635e-13,0.236408853499
0.109,1.6287708165e-13,0.237872485222
0.11,3.2522198872e-13,0.226154459375
detector location: SE
time bin upper bound,flux mean,flux RE
0.1,5.10849472465e-07,0.000190298633872
0.101,3.76521827295e-12,0.0643736915467
0.102,5.17345775154e-14,0.436603903248
0.103,1.03773328019e-13,0.354368276532
0.104,6.91056430796e-14,0.417707765711
0.105,1.18477762412e-13,0.378350212339
0.106,1.86472861188e-13,0.347734812268
0.107,2.48245535507e-14,0.52708095785
0.108,3.49899021811e-14,0.58129458489
0.109,1.01315819645e-13,0.47774317053
0.11,5.36359960123e-14,0.44960942727
detector location: SW
time bin upper bound,flux mean,flux RE
0.1,6.10679453512e-07,0.000173849378906
0.101,4.19641825832e-12,0.0591476814101
0.102,3.26632297606e-14,0.815300252897
0.103,4.80180674377e-14,0.469000172077
0.104,2.78844244727e-15,0.846950539288
0.105,7.65067630678e-15,0.880783402337
0.106,4.35640670944e-14,0.463171310145
0.107,3.34323786266e-14,0.483843254985
0.108,8.68728714059e-15,1.0
0.109,2.24814030101e-14,0.537585929607
0.11,4.09516233319e-14,0.601522242626
