HEU X,HEU Y,HEU Z
-25,0,25
detector location: NE
time bin upper bound,flux mean,flux RE
0.1,3.8140382834e-07,0.000251632535778
0.101,3.01507129899e-12,0.0787545058246
0.102,2.06451068104e-13,0.25728710061
0.103,1.52646637861e-13,0.291770358285
0.104,2.03550605919e-13,0.285895573151
0.105,1.9247450902e-13,0.267740234005
0.106,1.7050025179e-13,0.279672137525
0.107,2.40824288298e-13,0.307710010183
0.108,2.46411880271e-13,0.280392263952
0.109,3.07046109628e-13,0.230594548474
0.11,2.2043519683e-13,0.314300613774
detector location: NW
time bin upper bound,flux mean,flux RE
0.1,5.22009814786e-07,0.000214078275512
0.101,4.3169565315e-12,0.0684964522956
0.102,2.27375534159e-13,0.261046936143
0.103,2.35158926432e-13,0.287788395026
0.104,2.33420860161e-13,0.284284948785
0.105,3.1215050754e-13,0.215029746059
0.106,1.67060841092e-13,0.276971889248
0.107,1.36193067899e-13,0.330305143993
0.108,1.13622650027e-13,0.328907333831
0.109,2.19872880573e-13,0.27449762903
0.11,2.44907461446e-13,0.27799079882
detector location: CC
time bin upper bound,flux mean,flux RE
0.1,1.09601722263e-06,0.000147322865098
0.101,9.40036511937e-12,0.0438524182068
0.102,4.17864297921e-13,0.183549001223
0.103,4.55899820126e-13,0.195288404088
0.104,3.29151241907e-13,0.22821823268
0.105,3.15193687229e-13,0.225754047645
0.106,4.482171587e-13,0.202851009225
0.107,4.46371996324e-13,0.21317017535
0.108,2.27434410819e-13,0.265626011506
0.109,3.62624627701e-13,0.232627120856
0.11,3.82220484278e-13,0.213777384185
detector location: SE
time bin upper bound,flux mean,flux RE
0.1,5.13799632169e-07,0.000216179021795
0.101,3.73140124375e-12,0.0744166753327
0.102,1.45343341269e-13,0.367677764671
0.103,1.69127601526e-13,0.308749519797
0.104,4.24229221815e-14,0.478673777146
0.105,1.63224142837e-13,0.320086124071
0.106,1.64798062472e-13,0.313867610013
0.107,1.49088188287e-13,0.364023944565
0.108,7.83338844902e-14,0.415133317624
0.109,7.11848363357e-14,0.45833851977
0.11,1.33960835753e-13,0.369753757443
detector location: SW
time bin upper bound,flux mean,flux RE
0.1,6.18254996435e-07,0.000196740692732
0.101,4.23656507518e-12,0.0646123692338
0.102,1.04520279002e-13,0.357411742663
0.103,4.70340972491e-14,0.338302787654
0.104,8.03742053061e-14,0.421872132817
0.105,1.28755278248e-13,0.367950294202
0.106,1.03313588016e-13,0.391812175608
0.107,1.27090947493e-13,0.361779254058
0.108,1.24497997207e-13,0.359219677822
0.109,9.34002499058e-14,0.42856580114
0.11,8.68145520319e-14,0.399157026477
